time/fps,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/iterations,train/std,train/value_loss,train/clip_fraction,train/clip_range,train/learning_rate,train/entropy_loss,train/n_updates,train/explained_variance,train/loss,train/policy_gradient_loss,train/approx_kl,eval/mean_ep_length,eval/mean_reward
17,1.0,184320,10679,7.979800519999999,90,0.4147603511810303,0.01992543854867108,0.913916015625,0.2,0.0003,-1.9686277702450752,890,-0.004491329193115234,0.09235440194606781,0.23401492229895665,2.1118617,,
17,1.0,186368,10797,7.98960208,91,0.41159185767173767,0.023144036318990403,0.885791015625,0.2,0.0003,-1.9701988726854325,900,-0.009317755699157715,0.11576014757156372,0.11839537792111514,1.5638944,,
17,1.0,188416,10915,8.00739828,92,0.4108693599700928,0.018278477279818618,0.9064453125,0.2,0.0003,-1.9356304410845042,910,0.014834225177764893,0.13601699471473694,0.2629337661055615,1.3467455,,
,,190000,,,,0.4120961129665375,0.018912777901277877,0.91201171875,0.2,0.0003,-1.9386093221604823,920,0.06280708312988281,0.21958400309085846,0.2523337299353443,2.2375913,1.0,8.0007678
17,1.0,190464,11034,7.961166119999999,93,,,,,,,,,,,,,
17,1.0,192512,11151,7.990558660000001,94,0.40976256132125854,0.021848445598152466,0.89990234375,0.2,0.0003,-1.9503274448215961,930,-0.024883270263671875,0.038016293197870255,0.15797742418944835,1.7135272,,
17,1.0,194560,11268,7.99640265,95,0.4112997055053711,0.019089921217528172,0.9052734375,0.2,0.0003,-1.9443030871450901,940,0.023461341857910156,0.11192810535430908,0.2150184238620568,2.1675262,,
17,1.0,196608,11386,7.99844071,96,0.4109645485877991,0.01859720038191881,0.912744140625,0.2,0.0003,-1.964785746484995,950,-0.007796287536621094,0.09410760551691055,0.19689047105639473,2.047358,,
17,1.0,198656,11505,8.00668281,97,0.40873003005981445,0.020219167176401244,0.886181640625,0.2,0.0003,-1.9605989273637534,960,0.002315223217010498,0.12877807021141052,0.13163045469555074,1.3786666,,
,,200000,,,,0.40464919805526733,0.018066056151292288,0.8958984375,0.2,0.0003,-1.9145348250865937,970,-0.027803778648376465,0.025655603036284447,0.18397408065502532,1.8729283,1.0,8.104720200000001
17,1.0,200704,11623,7.985538049999999,98,,,,,,,,,,,,,
17,1.0,202752,11741,7.991818180000001,99,0.40454810857772827,0.018065422616200522,0.904296875,0.2,0.0003,-1.8881644520908594,980,-0.006018400192260742,0.09043984115123749,0.16439862711558817,1.7602221,,
17,1.0,204800,11859,7.984660050000001,100,0.40392574667930603,0.017858290518051944,0.902685546875,0.2,0.0003,-1.874810402467847,990,-0.005748271942138672,0.15364915132522583,0.18145793831790796,1.7946403,,
17,1.0,206848,11977,7.995414129999998,101,0.40362295508384705,0.016203057166421786,0.900634765625,0.2,0.0003,-1.8703051287680865,1000,0.038914382457733154,0.059509724378585815,0.17709019589237868,1.5076776,,
17,1.0,208896,12094,7.97115385,102,0.40255409479141235,0.017187390383332966,0.92607421875,0.2,0.0003,-1.8480153918266295,1010,0.022512078285217285,0.21547307074069977,0.30542880270513706,3.1481874,,
,,210000,,,,0.39987650513648987,0.021804655084270052,0.884130859375,0.2,0.0003,-1.8391849648207426,1020,-0.011470437049865723,0.13461461663246155,0.1440326809490216,1.5589238,1.0,7.892335
17,1.0,210944,12213,7.964618010000001,103,,,,,,,,,,,,,
17,1.0,212992,12331,7.981914290000002,104,0.4001248776912689,0.022127832972910256,0.90146484375,0.2,0.0003,-1.8207968946546316,1030,0.017470061779022217,0.10936485975980759,0.18154329743993003,1.4199432,,
17,1.0,215040,12449,7.99985804,105,0.39880433678627014,0.018589265464106573,0.90810546875,0.2,0.0003,-1.8063235636800528,1040,-0.05966746807098389,0.1148148700594902,0.18245010746177287,3.1999857,,
17,1.0,217088,12567,7.995873849999998,106,0.39615365862846375,0.020492119883419944,0.8947265625,0.2,0.0003,-1.791904589533806,1050,0.013968467712402344,0.02407677099108696,0.14334015789208934,2.1697545,,
17,1.0,219136,12686,7.95905226,107,0.3939823806285858,0.017740133396000602,0.900244140625,0.2,0.0003,-1.7631867296993733,1060,-0.05772733688354492,0.13172268867492676,0.2063270075508626,1.997118,,
,,220000,,,,0.3965755105018616,0.018476419802755117,0.896630859375,0.2,0.0003,-1.763723472505808,1070,-0.002710700035095215,0.10371162742376328,0.1718683689046884,1.5736474,1.0,7.9464293999999995
17,1.0,221184,12805,7.98036352,108,,,,,,,,,,,,,
17,1.0,223232,12923,8.01391562,109,0.39200717210769653,0.016831505394657144,0.8935546875,0.2,0.0003,-1.7248267333954572,1080,0.011228680610656738,0.03460390865802765,0.15465287359547802,1.5259744,,
17,1.0,225280,13042,7.946326970000001,110,0.3925420939922333,0.015944016617140733,0.937158203125,0.2,0.0003,-1.70367047265172,1090,-0.015406966209411621,0.14645707607269287,0.28124264802318066,2.8298435,,
17,1.0,227328,13160,7.9953552100000005,111,0.39450588822364807,0.0218910664843861,0.902294921875,0.2,0.0003,-1.7425035450607538,1100,0.009825408458709717,0.16953150928020477,0.16272844460909255,4.771629,,
17,1.0,229376,13279,7.9761278,112,0.3966515064239502,0.019311557334731333,0.897509765625,0.2,0.0003,-1.7635058242827655,1110,0.038585364818573,0.07457587867975235,0.166915646007692,1.7571157,,
