time/fps,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/iterations,train/std,train/value_loss,train/clip_fraction,train/clip_range,train/learning_rate,train/entropy_loss,train/n_updates,train/explained_variance,train/loss,train/policy_gradient_loss,train/approx_kl,eval/mean_ep_length,eval/mean_reward
17,1.0,249856,14465,8.00968634,122,0.39837950468063354,0.01799171341699548,0.8927734375,0.2,0.0003,-1.7711969584226608,1210,0.06723064184188843,0.06319769471883774,0.1543569142493652,1.5256648,,
,,250000,,,,0.3972667157649994,0.01641856077767443,0.91318359375,0.2,0.0003,-1.764474582672119,1220,-0.009940147399902344,0.053675662726163864,0.20668278009979985,2.707569,1.0,8.035649000000001
17,1.0,251904,14584,7.975741490000001,123,,,,,,,,,,,,,
17,1.0,253952,14703,8.009358579999999,124,0.39696305990219116,0.020344882173230872,0.900146484375,0.2,0.0003,-1.7770734168589115,1230,-0.00211489200592041,0.07412151247262955,0.15113207790418529,1.8075554,,
17,1.0,256000,14822,7.98596679,125,0.39899539947509766,0.017989583202870564,0.92548828125,0.2,0.0003,-1.77473919801414,1240,0.00011551380157470703,0.20274288952350616,0.25081170865450986,2.5705314,,
17,1.0,258048,14941,7.989846210000001,126,0.39823630452156067,0.020162826936575583,0.87939453125,0.2,0.0003,-1.7836114883422851,1250,0.025991618633270264,0.08774609863758087,0.12391279700532323,1.422259,,
,,260000,,,,0.39423996210098267,0.01773123234161176,0.887353515625,0.2,0.0003,-1.7355636868625879,1260,0.04297482967376709,0.11668898910284042,0.16691242533561307,1.4011625,1.0,8.1092748
17,1.0,260096,15061,8.00138691,127,,,,,,,,,,,,,
17,1.0,262144,15179,7.977499140000001,128,0.3937917649745941,0.016386164544383065,0.911474609375,0.2,0.0003,-1.7180373549461365,1270,0.039206504821777344,0.14832615852355957,0.20798387241666205,2.0694928,,
17,1.0,264192,15297,7.99183554,129,0.3939736485481262,0.016678870657051446,0.893505859375,0.2,0.0003,-1.7215960942208768,1280,-0.02079451084136963,0.1288849413394928,0.15926782858732622,1.7567205,,
17,1.0,266240,15417,8.01980884,130,0.3925477862358093,0.016900624174741096,0.896923828125,0.2,0.0003,-1.7080195780843497,1290,-0.007641792297363281,0.045355308800935745,0.17845654959091917,2.1639094,,
17,1.0,268288,15535,7.995710640000001,131,0.3931558430194855,0.016915185027755797,0.911474609375,0.2,0.0003,-1.6928653426468372,1300,0.023363590240478516,0.15251977741718292,0.22922812300967052,2.0640886,,
,,270000,,,,0.3928942084312439,0.018366927190800197,0.91357421875,0.2,0.0003,-1.6978195585310458,1310,0.05192333459854126,0.2600696086883545,0.19336507457774132,2.1770165,1.0,8.0401292
17,1.0,270336,15655,7.98542139,132,,,,,,,,,,,,,
17,1.0,272384,15773,8.008117109999999,133,0.3917849659919739,0.02017782731563784,0.885888671875,0.2,0.0003,-1.7001508586108685,1320,-0.006733417510986328,0.04624757170677185,0.1685267441702308,1.2846586,,
17,1.0,274432,15892,7.97547181,134,0.3902783989906311,0.017031546731595883,0.890966796875,0.2,0.0003,-1.6768597070127726,1330,0.021911799907684326,0.10537298768758774,0.14893222221289762,1.9572119,,
17,1.0,276480,16010,7.980513249999999,135,0.3871849477291107,0.018347467505373062,0.894091796875,0.2,0.0003,-1.649349720776081,1340,-0.009322881698608398,0.26242098212242126,0.18681100972462444,1.5655938,,
17,1.0,278528,16129,7.99521402,136,0.38590291142463684,0.017340469951159322,0.909326171875,0.2,0.0003,-1.6247333496809007,1350,0.022059082984924316,0.09689977020025253,0.23353679157153237,2.2841177,,
,,280000,,,,0.3868596851825714,0.018667018512496726,0.912646484375,0.2,0.0003,-1.6229991029947997,1360,-0.0026830434799194336,0.09988026320934296,0.20445207292214035,2.2038326,1.0,8.1366614
17,1.0,280576,16247,7.985988760000001,137,,,,,,,,,,,,,
17,1.0,282624,16365,7.99873023,138,0.3862718641757965,0.01748806347604841,0.892236328125,0.2,0.0003,-1.6286318555474282,1370,0.023148536682128906,0.20425622165203094,0.1623836204817053,1.5319425,,
17,1.0,284672,16483,8.000716520000001,139,0.3853418231010437,0.017165262973867355,0.897119140625,0.2,0.0003,-1.616765957698226,1380,0.009182155132293701,0.16619861125946045,0.16710140534851234,2.2887712,,
17,1.0,286720,16602,7.99775039,140,0.38461118936538696,0.01837353609444108,0.893017578125,0.2,0.0003,-1.6107488725334407,1390,0.05524039268493652,0.18360280990600586,0.14711076047387905,1.5967166,,
17,1.0,288768,16720,7.992837410000001,141,0.384106308221817,0.016601019923109563,0.888623046875,0.2,0.0003,-1.6015418104827404,1400,0.026279568672180176,0.06340871751308441,0.1656735627911985,1.8206804,,
,,290000,,,,0.3829653263092041,0.01627228217548691,0.89052734375,0.2,0.0003,-1.5841631159186362,1410,0.00474238395690918,0.3180125951766968,0.17629991918220184,1.4441187,1.0,8.075439600000001
17,1.0,290816,16839,8.0021741,142,,,,,,,,,,,,,
17,1.0,292864,16957,8.044395,143,0.38218116760253906,0.013626279337040614,0.9060546875,0.2,0.0003,-1.5678032085299491,1420,0.019767403602600098,0.1514846533536911,0.19012709919479676,1.6341817,,
17,1.0,294912,17075,7.987528030000001,144,0.38468700647354126,0.014887815460679122,0.911962890625,0.2,0.0003,-1.5756845574826002,1430,-0.03128671646118164,0.22495973110198975,0.2307467347360216,2.2448492,,
17,1.0,296960,17193,8.0108142,145,0.38659894466400146,0.018650685081956907,0.911279296875,0.2,0.0003,-1.6216020423918962,1440,0.048189520835876465,0.16766053438186646,0.2188550924358424,2.1539664,,
17,1.0,299008,17312,7.9949971799999995,146,0.3843335509300232,0.018978522956604137,0.876123046875,0.2,0.0003,-1.6218088429421187,1450,0.011146605014801025,0.03505956381559372,0.13459340219560545,1.6225929,,
,,300000,,,,0.38091081380844116,0.017994500705390236,0.888525390625,0.2,0.0003,-1.5863422818481923,1460,-0.017591118812561035,0.22640442848205566,0.15088538705895188,1.5079565,1.0,8.0026624
17,1.0,301056,17431,8.002487480000001,147,,,,,,,,,,,,,
17,1.0,303104,17549,8.047432160000001,148,0.3803337514400482,0.01600133561878465,0.894580078125,0.2,0.0003,-1.558203025907278,1470,0.0344010591506958,0.09886335581541061,0.17089522088863304,1.7640414,,
17,1.0,305152,17669,8.02591002,149,0.38197237253189087,0.01550118013692554,0.901123046875,0.2,0.0003,-1.5562209777534008,1480,0.034031689167022705,0.08514057099819183,0.1734730046649929,1.8297117,,
17,1.0,307200,17788,7.999866520000001,150,0.3836931884288788,0.017992186063202097,0.89404296875,0.2,0.0003,-1.5666099183261395,1490,0.020622432231903076,0.021807754412293434,0.1384321516903583,1.4235826,,
17,1.0,309248,17906,8.00129369,151,0.3833529055118561,0.016378990071825684,0.896630859375,0.2,0.0003,-1.5756286170333624,1500,-0.005311012268066406,0.1509435921907425,0.16969844998093322,1.6126573,,
,,310000,,,,0.3822917342185974,0.016758504332392475,0.8986328125,0.2,0.0003,-1.5681500427424908,1510,0.04329478740692139,0.1463937610387802,0.2007957701338455,1.723657,1.0,8.0598066
