time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/time_elapsed,time/iterations,train/learning_rate,train/approx_kl,train/clip_fraction,train/value_loss,train/n_updates,train/loss,train/explained_variance,train/policy_gradient_loss,train/clip_range,train/std,train/entropy_loss,eval/mean_reward,eval/mean_ep_length
256000,4.54574252,1.0,17,14972,125,0.0003,2.7185936,0.90087890625,0.025115468876902015,1240,0.11484131217002869,0.4025775194168091,0.1556470833835192,0.2,0.5102880001068115,-16.641230744123458,,
258048,4.57041676,1.0,17,15092,126,0.0003,3.7036932,0.9126953125,0.026529852536623367,1250,0.08707687258720398,0.4221752882003784,0.16138653729576619,0.2,0.5087733268737793,-16.591153180599214,,
260000,,,,,,0.0003,3.5435696,0.923486328125,0.027153100716532208,1260,0.09266267716884613,0.3897554874420166,0.1699313226796221,0.2,0.5087723731994629,-16.52276654243469,4.7060328,1.0
260096,4.57551595,1.0,17,15212,127,,,,,,,,,,,,,
262144,4.566078469999999,1.0,17,15331,128,0.0003,3.1983528,0.928759765625,0.02682680310390424,1270,0.23040640354156494,0.40118294954299927,0.18848671578452922,0.2,0.5075852870941162,-16.492025744915008,,
264192,4.59351868,1.0,17,15451,129,0.0003,4.744931,0.923779296875,0.025781341598485597,1280,0.12786811590194702,0.4065767526626587,0.1726356763712829,0.2,0.5076839923858643,-16.452893447875976,,
266240,4.584427340000001,1.0,17,15570,130,0.0003,3.463891,0.92724609375,0.026126451656455173,1290,0.21912366151809692,0.42047643661499023,0.22329997919732705,0.2,0.5064245462417603,-16.43555165529251,,
268288,4.55846756,1.0,17,15690,131,0.0003,3.336494,0.9158203125,0.025862675826647318,1300,0.11337069422006607,0.4237843155860901,0.2538633787014987,0.2,0.504868745803833,-16.37683540582657,,
270000,,,,,,0.0003,3.2361715,0.92734375,0.02622150395764038,1310,0.10494045168161392,0.41563260555267334,0.19625746209276257,0.2,0.5046576857566833,-16.357772016525267,4.8892586,1.0
270336,4.5932533399999995,1.0,17,15810,132,,,,,,,,,,,,,
272384,4.56304758,1.0,17,15930,133,0.0003,3.0903544,0.92041015625,0.025848518885322847,1320,0.16872157156467438,0.42431992292404175,0.19972882815636694,0.2,0.5052475929260254,-16.344111317396163,,
274432,4.5375444,1.0,17,16050,134,0.0003,3.1395068,0.90322265625,0.02528363874880597,1330,0.17218461632728577,0.4033270478248596,0.1546022903319681,0.2,0.5031285285949707,-16.28899731040001,,
276480,4.56214277,1.0,17,16169,135,0.0003,3.2123365,0.918212890625,0.025140498107066377,1340,0.14307041466236115,0.4365779161453247,0.17604452025261708,0.2,0.5019737482070923,-16.201704680919647,,
278528,4.60847166,1.0,17,16289,136,0.0003,2.740612,0.919677734375,0.026045407957280987,1350,0.0626910850405693,0.44451868534088135,0.18861564484541304,0.2,0.4999067187309265,-16.114016103744508,,
280000,,,,,,0.0003,3.153885,0.9306640625,0.024959012161707504,1360,0.0707632303237915,0.48505699634552,0.21777862335147802,0.2,0.5009635090827942,-16.061351233720778,4.6550694,1.0
280576,4.533631199999999,1.0,17,16409,137,,,,,,,,,,,,,
282624,4.566843,1.0,17,16529,138,0.0003,3.664883,0.907568359375,0.025445961288642138,1370,0.1776108741760254,0.4061926007270813,0.162339067121502,0.2,0.5014643669128418,-16.07814229130745,,
284672,4.575852670000001,1.0,17,16649,139,0.0003,2.9597397,0.90185546875,0.0251443050801754,1380,0.2770405411720276,0.43776577711105347,0.13851492237008642,0.2,0.4999484717845917,-16.032481521368027,,
286720,4.57486869,1.0,17,16768,140,0.0003,3.613305,0.926708984375,0.026389590761391447,1390,0.020911844447255135,0.43680763244628906,0.1917786990525201,0.2,0.4991646111011505,-15.980835962295533,,
288768,4.603155279999999,1.0,17,16888,141,0.0003,3.5074048,0.922021484375,0.025869884993880987,1400,0.08780395984649658,0.4377753734588623,0.1790367246547248,0.2,0.4975987374782562,-15.907926768064499,,
290000,,,,,,0.0003,4.9439993,0.923828125,0.0247405342903221,1410,0.1645718514919281,0.4555957317352295,0.2098064208170399,0.2,0.4979027807712555,-15.868763881921769,4.6819926,1.0
290816,4.571458959999999,1.0,17,17008,142,,,,,,,,,,,,,
292864,4.57691028,1.0,17,17128,143,0.0003,3.340708,0.92236328125,0.025358557142317294,1420,0.14795751869678497,0.42296260595321655,0.19374824170372448,0.2,0.49697956442832947,-15.845066058635712,,
294912,4.575632799999999,1.0,17,17247,144,0.0003,2.6276512,0.907177734375,0.02595302701520268,1430,0.15375959873199463,0.43352001905441284,0.16059991213842295,0.2,0.49524787068367004,-15.757611939311028,,
296960,4.58636385,1.0,17,17367,145,0.0003,5.825527,0.93896484375,0.025788120363722557,1440,0.1370624154806137,0.4299877882003784,0.2271293148281984,0.2,0.49669089913368225,-15.765530681610107,,
299008,4.57313007,1.0,17,17487,146,0.0003,3.5585895,0.912841796875,0.024595175878494045,1450,0.08528736978769302,0.44838887453079224,0.184949032968143,0.2,0.49537941813468933,-15.741024538874626,,
300000,,,,,,0.0003,4.066013,0.92255859375,0.02647716967621818,1460,0.04241924732923508,0.4301733374595642,0.19219022195320576,0.2,0.49460548162460327,-15.668828037381171,4.4177532,1.0
301056,4.5778861299999996,1.0,17,17607,147,,,,,,,,,,,,,
303104,4.58193376,1.0,17,17727,148,0.0003,3.3897986,0.908837890625,0.02657578879443463,1470,0.18718449771404266,0.3967583179473877,0.9387578535533976,0.2,0.49340638518333435,-15.609916231036186,,
305152,4.5712851400000005,1.0,17,17847,149,0.0003,3.5772638,0.91572265625,0.025473375458386727,1480,0.18725498020648956,0.4294896721839905,0.3447142710589105,0.2,0.4935435354709625,-15.57913413643837,,
307200,4.59881645,1.0,17,17966,150,0.0003,4.275546,0.92509765625,0.025817921629641204,1490,0.13654740154743195,0.4371587634086609,0.2053091921377927,0.2,0.4921264946460724,-15.564593610167503,,
309248,4.57999479,1.0,17,18086,151,0.0003,4.480446,0.927294921875,0.02593127306608949,1500,0.07846251130104065,0.44930124282836914,0.18277529260376468,0.2,0.4914257824420929,-15.498393338918685,,
310000,,,,,,0.0003,3.8007178,0.93251953125,0.025344019796466454,1510,0.26638293266296387,0.4463331699371338,0.19424959715106524,0.2,0.491782546043396,-15.481101566553116,4.6270206,1.0
311296,4.61903641,1.0,17,18206,152,,,,,,,,,,,,,
313344,4.574343229999999,1.0,17,18324,153,0.0003,3.6657658,0.915087890625,0.026691084261983633,1520,0.1500093787908554,0.42573297023773193,0.1836225606384687,0.2,0.49302732944488525,-15.509259209036827,,
315392,4.56878478,1.0,17,18443,154,0.0003,3.8282437,0.924072265625,0.026192015639389866,1530,0.21094529330730438,0.3930206298828125,0.20003145743976347,0.2,0.4917268455028534,-15.49262623488903,,
317440,4.55658853,1.0,17,18562,155,0.0003,3.230322,0.923876953125,0.025383690220769493,1540,0.16965918242931366,0.4524540305137634,0.17206679964438082,0.2,0.49072346091270447,-15.451507797837257,,
319488,4.5482154999999995,1.0,17,18681,156,0.0003,2.9359424,0.91513671875,0.0251168408052763,1550,0.09744948148727417,0.43076467514038086,0.2514507447398501,0.2,0.4906162917613983,-15.419984394311905,,
320000,,,,,,0.0003,2.9460912,0.904638671875,0.025997026966069824,1560,0.0035285912454128265,0.4233819842338562,0.16232917861780152,0.2,0.48985999822616577,-15.381096729636193,4.5431346,1.0
321536,4.5366139599999995,1.0,17,18802,157,,,,,,,,,,,,,
323584,4.57481411,1.0,17,18922,158,0.0003,3.4826074,0.92236328125,0.026151111564831808,1570,0.1169763058423996,0.4284442663192749,0.16725068565283435,0.2,0.4891972839832306,-15.358241870999336,,
325632,4.586627600000001,1.0,17,19041,159,0.0003,3.9130774,0.92080078125,0.027074933759286067,1580,0.06800813972949982,0.444524347782135,0.22274635777575896,0.2,0.48818135261535645,-15.312809205055236,,
327680,4.5712894,1.0,17,19161,160,0.0003,3.1445498,0.9224609375,0.026467941011651418,1590,0.10345323383808136,0.4797481298446655,0.21329935021931307,0.2,0.4867710769176483,-15.285376906394958,,
329728,4.58211648,1.0,17,19281,161,0.0003,3.61479,0.904736328125,0.025343114405404776,1600,0.14050547778606415,0.42923861742019653,0.15362977811455494,0.2,0.4851015508174896,-15.215277129411698,,
330000,,,,,,0.0003,5.878662,0.916845703125,0.02564514852128923,1610,0.08512475341558456,0.4439845681190491,0.19041341230040415,0.2,0.4836680293083191,-15.139220479130746,4.6246554,1.0
331776,4.613637099999999,1.0,17,19401,162,,,,,,,,,,,,,
333824,4.5631464,1.0,17,19521,163,0.0003,3.9778657,0.90712890625,0.024349008314311506,1620,0.10934849828481674,0.47137218713760376,0.13594268351444044,0.2,0.48257124423980713,-15.079750868678094,,
335872,4.56946683,1.0,17,19640,164,0.0003,4.300407,0.910107421875,0.026141298710717818,1630,0.11275259405374527,0.43889135122299194,0.15184059288585558,0.2,0.48164477944374084,-15.023521363735199,,
337920,4.56817923,1.0,17,19760,165,0.0003,2.976009,0.9140625,0.02457635171886068,1640,0.10660313069820404,0.4222833514213562,0.18864291840000078,0.2,0.47966450452804565,-14.974726384878158,,
339968,4.5876903,1.0,17,19880,166,0.0003,4.541026,0.930517578125,0.027958380349446088,1650,0.14019353687763214,0.41471701860427856,0.19770750461320857,0.2,0.47958919405937195,-14.925122627615929,,
340000,,,,,,0.0003,3.2360709,0.914208984375,0.026624302950222046,1660,0.1920989602804184,0.4645746946334839,0.14353817704250105,0.2,0.4786435663700104,-14.911393487453461,4.688689999999999,1.0
342016,4.57490501,1.0,17,20000,167,,,,,,,,,,,,,
344064,4.597663,1.0,17,20119,168,0.0003,3.4386282,0.9177734375,0.02522235810465645,1670,0.10899613797664642,0.46173715591430664,0.18816666409693425,0.2,0.47861993312835693,-14.865223914384842,,
346112,4.57879478,1.0,17,20239,169,0.0003,17.317093,0.918359375,0.0249167872563703,1680,0.22363632917404175,0.42840009927749634,0.18464143758174031,0.2,0.47753608226776123,-14.831982773542403,,
348160,4.5905439999999995,1.0,17,20359,170,0.0003,3.8044624,0.92412109375,0.028886679973220454,1690,0.16529598832130432,0.4349832534790039,0.2452438809967134,0.2,0.4763955771923065,-14.760730564594269,,
350000,,,,,,0.0003,3.685189,0.913330078125,0.026833561476087196,1700,0.06576045602560043,0.4183042645454407,0.1708679071656661,0.2,0.4761955142021179,-14.710659435391426,4.476075799999999,1.0
350208,4.6003059,1.0,17,20479,171,,,,,,,,,,,,,
352256,4.5776176500000005,1.0,17,20599,172,0.0003,3.6111526,0.909912109375,0.025326379557373,1710,0.09022416174411774,0.4258177876472473,0.18703456865332554,0.2,0.4758646786212921,-14.670833325386047,,
354304,4.5605191000000005,1.0,17,20719,173,0.0003,4.1398335,0.927099609375,0.026141614656080493,1720,0.2179766297340393,0.4145597815513611,0.19406764823943376,0.2,0.47537827491760254,-14.635584565997124,,
356352,4.588745160000001,1.0,17,20838,174,0.0003,3.9563694,0.91806640625,0.02515669957501814,1730,0.7532259225845337,0.4589710235595703,0.18959000799804926,0.2,0.4740852415561676,-14.624883857369422,,
358400,4.57309987,1.0,17,20958,175,0.0003,3.9649112,0.93349609375,0.027218077026191168,1740,0.11007533967494965,0.4175450801849365,0.3763494338374585,0.2,0.47338080406188965,-14.570382112264634,,
360000,,,,,,0.0003,4.9930058,0.924658203125,0.026741747214691712,1750,0.15812700986862183,0.43363529443740845,0.5992618665972259,0.2,0.4726788401603699,-14.528639501333236,4.6292922,1.0
360448,4.62329604,1.0,17,21078,176,,,,,,,,,,,,,
362496,4.60095683,1.0,17,21198,177,0.0003,3.7745757,0.9189453125,0.025286090627196244,1760,0.1710404008626938,0.46534979343414307,0.17748810459161177,0.2,0.47195929288864136,-14.497745129466058,,
364544,4.577826259999999,1.0,17,21318,178,0.0003,3.867279,0.923095703125,0.02582229120307602,1770,0.07678164541721344,0.43066680431365967,0.2512169769441243,0.2,0.4711780846118927,-14.447678995132446,,
366592,4.59712343,1.0,17,21437,179,0.0003,3.844583,0.91572265625,0.027010521120973862,1780,0.17091462016105652,0.42937856912612915,0.18190537406189833,0.2,0.47185349464416504,-14.43391805589199,,
368640,4.55663355,1.0,17,21557,180,0.0003,4.0876617,0.915380859375,0.025864554333384148,1790,0.12270329147577286,0.4342341423034668,0.346998576252372,0.2,0.47229504585266113,-14.427699214220047,,
370000,,,,,,0.0003,3.830975,0.93330078125,0.02511259076418355,1800,0.08765163272619247,0.46075624227523804,0.4282897857250646,0.2,0.47239190340042114,-14.439402401447296,4.3984606,1.0
370688,4.61290473,1.0,17,21677,181,,,,,,,,,,,,,
372736,4.61466096,1.0,17,21797,182,0.0003,3.4357436,0.91875,0.025136672047665343,1810,0.06506465375423431,0.44945788383483887,0.16771488887316083,0.2,0.4716576337814331,-14.441456559300423,,
374784,4.53368457,1.0,17,21917,183,0.0003,2.9519885,0.894677734375,0.024108131843968296,1820,0.14504429697990417,0.4653363823890686,0.13739103553671156,0.2,0.47043338418006897,-14.368199089169503,,
376832,4.58408109,1.0,17,22037,184,0.0003,3.9141803,0.9248046875,0.02574201766983606,1830,0.08901283890008926,0.4167337417602539,0.17849627384566702,0.2,0.4713335335254669,-14.309101274609565,,
378880,4.57504381,1.0,17,22157,185,0.0003,3.3722682,0.91494140625,0.02425842885277234,1840,0.06462708115577698,0.45156556367874146,0.16778501121443695,0.2,0.4705302119255066,-14.328976655006409,,
380000,,,,,,0.0003,3.6882458,0.898046875,0.02521662201033905,1850,0.11554605513811111,0.4572179317474365,0.15795176595420343,0.2,0.4695098102092743,-14.29371150135994,4.6568112,1.0
380928,4.59601368,1.0,17,22277,186,,,,,,,,,,,,,
382976,4.57838204,1.0,17,22397,187,0.0003,4.707586,0.92666015625,0.026161442714510486,1860,0.10698430985212326,0.4513412117958069,0.20984896651352755,0.2,0.46948951482772827,-14.26543557047844,,
385024,4.57833413,1.0,17,22517,188,0.0003,3.6324277,0.920166015625,0.02573806919681374,1870,0.05794117972254753,0.4607992172241211,0.20642290814430453,0.2,0.4690416753292084,-14.275527349114418,,
387072,4.5602747699999995,1.0,17,22637,189,0.0003,3.5914016,0.907958984375,0.02624049095902592,1880,0.18755869567394257,0.41858720779418945,0.15357767888344825,0.2,0.4674950838088989,-14.239418935775756,,
389120,4.544256870000001,1.0,17,22757,190,0.0003,3.7502136,0.925732421875,0.026179519068682565,1890,0.1350744664669037,0.39938855171203613,0.2007978285138961,0.2,0.46807506680488586,-14.193925175070763,,
390000,,,,,,0.0003,3.0052438,0.90654296875,0.025027831515762954,1900,0.17885085940361023,0.44669419527053833,0.19899937965674325,0.2,0.4675772190093994,-14.179863965511322,4.8590298,1.0
391168,4.59440445,1.0,17,22878,191,,,,,,,,,,,,,
393216,4.57297071,1.0,17,22998,192,0.0003,4.2750893,0.902294921875,0.024643340133479796,1910,0.16773441433906555,0.41544830799102783,0.16132760561304166,0.2,0.4688526391983032,-14.18230586051941,,
395264,4.53863337,1.0,17,23119,193,0.0003,4.3452353,0.9240234375,0.02599320645676926,1920,0.09940692782402039,0.4395161271095276,0.20512837123824285,0.2,0.46832945942878723,-14.179890203475953,,
397312,4.55507075,1.0,17,23239,194,0.0003,4.544956,0.904541015625,0.02619721404334996,1930,0.21948474645614624,0.4693230986595154,0.160609880508855,0.2,0.466778039932251,-14.124470859766006,,
399360,4.60370633,1.0,17,23360,195,0.0003,4.121975,0.922705078125,0.024203929083887486,1940,0.14178314805030823,0.46649330854415894,0.21305818840046414,0.2,0.4672362804412842,-14.077968099713326,,
400000,,,,,,0.0003,4.970666,0.919775390625,0.025405170206795447,1950,0.09960509091615677,0.416706383228302,0.17501959409564732,0.2,0.46623295545578003,-14.082008513808251,4.7232298,1.0
401408,4.605604169999999,1.0,17,23480,196,,,,,,,,,,,,,
403456,4.57372335,1.0,17,23601,197,0.0003,3.5846,0.91162109375,0.025122875353554265,1960,0.13451898097991943,0.4579392671585083,0.18640233486657962,0.2,0.46455904841423035,-13.999346739053726,,
405504,4.635448780000001,1.0,17,23720,198,0.0003,3.7715971,0.917333984375,0.0252561142842751,1970,0.14386019110679626,0.41912734508514404,0.1828058082901407,0.2,0.4626521170139313,-13.926456639170647,,
407552,4.5656940200000005,1.0,17,23841,199,0.0003,3.7143068,0.917724609375,0.02289724819129333,1980,0.15465836226940155,0.4775223731994629,0.19691317299148067,0.2,0.46280360221862793,-13.86119041144848,,
409600,4.5832557000000005,1.0,17,23961,200,0.0003,3.8796034,0.909619140625,0.025170280763995835,1990,0.13263452053070068,0.4231998920440674,0.17380507545894944,0.2,0.46259090304374695,-13.824866864085198,,
410000,,,,,,0.0003,3.7857358,0.91455078125,0.024919317435706034,2000,0.11078494787216187,0.41269969940185547,0.16309030256234108,0.2,0.4621148705482483,-13.814440765976906,4.6597843999999995,1.0
411648,4.529732769999999,1.0,17,24082,201,,,,,,,,,,,,,
413696,4.643529359999999,1.0,17,24202,202,0.0003,3.9524062,0.914990234375,0.025867174536688253,2010,0.10278613865375519,0.4361318349838257,0.1863309657201171,0.2,0.4612550735473633,-13.7837178170681,,
415744,4.60554977,1.0,17,24323,203,0.0003,3.5331788,0.921923828125,0.025473197465180418,2020,0.07158900797367096,0.42453157901763916,0.20644698928808794,0.2,0.46086758375167847,-13.752533087134362,,
417792,4.62351901,1.0,17,24443,204,0.0003,3.9530663,0.922314453125,0.024931816398748197,2030,0.11520116776227951,0.44349783658981323,0.19810878858261277,0.2,0.4601369798183441,-13.740098282694817,,
419840,4.5830046200000005,1.0,17,24563,205,0.0003,3.24012,0.90849609375,0.022979295207187535,2040,0.07295237481594086,0.44577687978744507,0.15161495445645415,0.2,0.4598970413208008,-13.71364867389202,,
420000,,,,,,0.0003,3.7427723,0.906005859375,0.02403150587051641,2050,0.1436445564031601,0.4567364454269409,0.17876445821020753,0.2,0.4592595398426056,-13.647541639208793,4.719252,1.0
421888,4.62939508,1.0,17,24684,206,,,,,,,,,,,,,
423936,4.54875274,1.0,17,24804,207,0.0003,3.6293468,0.90810546875,0.026042992220027372,2060,0.08142979443073273,0.45649826526641846,0.1555186264042277,0.2,0.4584354758262634,-13.600996646285058,,
425984,4.59089196,1.0,17,24924,208,0.0003,3.8423848,0.908740234375,0.027290995651856064,2070,0.1082691177725792,0.42833632230758667,0.15859782303741668,0.2,0.4572291672229767,-13.530244153738021,,
428032,4.55376742,1.0,17,25045,209,0.0003,4.5567484,0.92431640625,0.02543807086185552,2080,0.05427650362253189,0.43247753381729126,0.3150741784353158,0.2,0.45660334825515747,-13.481322079896927,,
430000,,,,,,0.0003,3.7852569,0.9263671875,0.025703067125868985,2090,0.10423607379198074,0.47340917587280273,0.2003146134171402,0.2,0.4555400013923645,-13.433842650055885,4.615194,1.0
430080,4.53264855,1.0,17,25165,210,,,,,,,,,,,,,
432128,4.594198260000001,1.0,17,25285,211,0.0003,4.0213346,0.90859375,0.025028824803302995,2100,0.2481755018234253,0.43468111753463745,0.16140494765422772,0.2,0.45453643798828125,-13.385720139741897,,
434176,4.6022843,1.0,17,25405,212,0.0003,3.779488,0.90966796875,0.024585007090354338,2110,0.10008258372545242,0.40952831506729126,0.17235696330899372,0.2,0.45355546474456787,-13.35393500328064,,
436224,4.61197123,1.0,17,25525,213,0.0003,3.901764,0.911181640625,0.025940470595378427,2120,0.1460873782634735,0.4439992904663086,0.16934113152892677,0.2,0.45260247588157654,-13.289694038033485,,
438272,4.56234632,1.0,17,25646,214,0.0003,5.0369034,0.931298828125,0.02506979435274843,2130,0.15405450761318207,0.4445662498474121,0.21351070094387978,0.2,0.45211705565452576,-13.252731111645698,,
440000,,,,,,0.0003,4.1216574,0.921435546875,0.025094828216242603,2140,0.016871746629476547,0.456409215927124,0.1862209737591911,0.2,0.45102742314338684,-13.193375924229622,4.571746200000001,1.0
440320,4.60459773,1.0,17,25766,215,,,,,,,,,,,,,
442368,4.59809391,1.0,17,25886,216,0.0003,3.6445742,0.915576171875,0.02400175589136779,2150,-0.019093144685029984,0.45751816034317017,0.1763715760956984,0.2,0.4511401355266571,-13.174507284164429,,
444416,4.5595582100000005,1.0,17,26006,217,0.0003,3.0502596,0.90400390625,0.025263745701522566,2160,0.07824628055095673,0.45535707473754883,0.13810298851458355,0.2,0.452607661485672,-13.18964005112648,,
446464,4.61565874,1.0,17,26125,218,0.0003,3.8094823,0.91552734375,0.026443139847833662,2170,0.09319597482681274,0.43602246046066284,0.17008115985663608,0.2,0.4522799551486969,-13.208276599645615,,
448512,4.61052411,1.0,17,26246,219,0.0003,3.6003876,0.921240234375,0.02543235478515271,2180,0.11523173749446869,0.45454561710357666,0.20891649876139126,0.2,0.4515492618083954,-13.175418537855148,,
450000,,,,,,0.0003,3.805777,0.90986328125,0.024944205954670905,2190,0.18492572009563446,0.4595590829849243,0.16883621613669675,0.2,0.4523847997188568,-13.165287145972252,4.636275199999999,1.0
450560,4.6021009699999995,1.0,17,26367,220,,,,,,,,,,,,,
452608,4.59207488,1.0,17,26487,221,0.0003,4.1877365,0.925634765625,0.024598787908325905,2200,0.08036644756793976,0.47590333223342896,0.1871478797038435,0.2,0.4538716971874237,-13.216878655552865,,
454656,4.59821051,1.0,17,26607,222,0.0003,3.3305492,0.908935546875,0.025096306411433032,2210,0.20407360792160034,0.4287351965904236,0.17817840637726476,0.2,0.45278704166412354,-13.241051423549653,,
456704,4.586356749999999,1.0,17,26727,223,0.0003,3.7654757,0.904052734375,0.026386858904152176,2220,0.11817466467618942,0.4461098909378052,0.14141078304382973,0.2,0.4518713057041168,-13.196203741431237,,
458752,4.60596725,1.0,17,26847,224,0.0003,2.8300803,0.89638671875,0.02415371488314122,2230,0.10312508046627045,0.47352391481399536,0.14005306595645378,0.2,0.4524778723716736,-13.193677911162377,,
460000,,,,,,0.0003,3.507301,0.909912109375,0.026077343511860817,2240,0.1434970200061798,0.46095240116119385,0.19224061990971678,0.2,0.451705664396286,-13.143919038772584,4.7910664,1.0
460800,4.576036380000001,1.0,17,26967,225,,,,,,,,,,,,,
462848,4.559387009999999,1.0,17,27086,226,0.0003,4.771267,0.909765625,0.023819248122163118,2250,0.06647663563489914,0.44211727380752563,0.1787353437684942,0.2,0.4519180357456207,-13.104308879375457,,
464896,4.595571090000001,1.0,17,27206,227,0.0003,3.9218974,0.910546875,0.026964247674914076,2260,0.07355169951915741,0.3961177468299866,0.1754850553232245,0.2,0.451839417219162,-13.104246002435683,,
466944,4.60844785,1.0,17,27326,228,0.0003,4.752501,0.920751953125,0.026770697443862446,2270,0.16589277982711792,0.42096036672592163,0.20447014649398626,0.2,0.45118099451065063,-13.08650349676609,,
468992,4.61336232,1.0,17,27447,229,0.0003,3.834964,0.91884765625,0.02653462433081586,2280,0.0927344262599945,0.39253079891204834,0.26760697657882704,0.2,0.4502832293510437,-13.054738074541092,,
470000,,,,,,0.0003,4.5066996,0.925341796875,0.026432491670129822,2290,0.11884285509586334,0.42922675609588623,0.19056029539206065,0.2,0.4499904215335846,-13.008449673652649,4.707848200000001,1.0
471040,4.620448629999999,1.0,17,27566,230,,,,,,,,,,,,,
473088,4.57726304,1.0,17,27687,231,0.0003,4.7272377,0.913671875,0.025446373692830093,2300,0.10520075261592865,0.44886136054992676,0.2020555529219564,0.2,0.45026305317878723,-12.994909662008286,,
475136,4.585831360000001,1.0,17,27807,232,0.0003,5.2438374,0.919384765625,0.02691546588903293,2310,0.32591840624809265,0.4300975203514099,0.19704157292726449,0.2,0.4489288032054901,-12.995377257466316,,
477184,4.56160182,1.0,17,27927,233,0.0003,4.035634,0.911572265625,0.026132383238291368,2320,0.08999881148338318,0.42680323123931885,0.21239996069634798,0.2,0.4494251310825348,-12.971478486061097,,
479232,4.60225565,1.0,17,28047,234,0.0003,5.1441436,0.924560546875,0.025724836948211306,2330,0.10147456079721451,0.4585683345794678,0.2123394521942828,0.2,0.4487241506576538,-12.953405505418777,,
480000,,,,,,0.0003,3.6079638,0.911669921875,0.025702507587266155,2340,0.14108426868915558,0.3883124589920044,0.19479463580646553,0.2,0.44858211278915405,-12.934324249625206,4.7321764,1.0
481280,4.542548460000001,1.0,17,28168,235,,,,,,,,,,,,,
483328,4.57619174,1.0,17,28288,236,0.0003,4.262236,0.9203125,0.028660269890679047,2350,0.1080242395401001,0.4282011389732361,0.19309850452991667,0.2,0.44764915108680725,-12.906700655817986,,
485376,4.63197834,1.0,17,28408,237,0.0003,4.556163,0.9185546875,0.025951496712514198,2360,0.04404190182685852,0.4393886923789978,0.18321175390592542,0.2,0.44677942991256714,-12.882245203852653,,
487424,4.59675562,1.0,17,28529,238,0.0003,3.8855603,0.917529296875,0.026916227507172152,2370,0.14827176928520203,0.43085575103759766,0.17665164162754082,0.2,0.444865882396698,-12.799475651979446,,
489472,4.57189552,1.0,17,28648,239,0.0003,3.2915215,0.914208984375,0.02684946303779725,2380,0.0867706686258316,0.45112407207489014,0.16901616009417922,0.2,0.4447590112686157,-12.708649095892905,,
490000,,,,,,0.0003,3.9579592,0.918798828125,0.02504967314307578,2390,0.02599313110113144,0.47382646799087524,0.15693523346271832,0.2,0.4451795816421509,-12.721471402049065,4.8187435999999995,1.0
491520,4.57606155,1.0,17,28769,240,,,,,,,,,,,,,
