rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/fps,time/total_timesteps,time/time_elapsed,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/learning_rate,train/explained_variance,train/std,train/value_loss,train/approx_kl,train/n_updates,train/clip_fraction,train/loss,eval/mean_ep_length,eval/mean_reward
1.0,5.170867959999999,129,23,264192,11216,-18.119516944885255,0.1713341006776318,0.2,0.0003,0.639568567276001,0.8198674917221069,0.05086290895123966,2.1137342,1280,0.90537109375,0.08307252079248428,,
1.0,5.07169309,130,23,266240,11302,-18.112275195121764,0.19420041560661047,0.2,0.0003,0.6225459575653076,0.8177452087402344,0.0571476596640423,3.0683894,1290,0.904443359375,0.3092184364795685,,
1.0,5.091889550000001,131,23,268288,11387,-18.06476108431816,0.19241927385737653,0.2,0.0003,0.6258394718170166,0.8160383701324463,0.05262366089737043,3.5759273,1300,0.903271484375,0.13746236264705658,,
,,,,270000,,-18.041808491945268,0.18921278814668768,0.2,0.0003,0.6329691410064697,0.8153330683708191,0.050135581515496595,2.8802304,1310,0.909033203125,0.2067001909017563,1.0,5.237679
1.0,5.07374497,132,23,270336,11473,,,,,,,,,,,,,
1.0,5.172715579999999,133,23,272384,11558,-18.024309831857682,0.3673671905009542,0.2,0.0003,0.6058686971664429,0.8143946528434753,0.05478056805441156,3.1272922,1320,0.9125,0.13129690289497375,,
1.0,5.15832225,134,23,274432,11643,-17.96592283844948,0.1273920787672978,0.2,0.0003,0.6193224191665649,0.8100878596305847,0.05585771595942788,22.628098,1330,0.887939453125,0.11325438320636749,,
1.0,5.180480550000001,135,23,276480,11727,-17.933008593320846,0.20924092555069365,0.2,0.0003,0.5933479070663452,0.8111118674278259,0.05330278865294531,3.2462907,1340,0.912158203125,0.21351996064186096,,
1.0,5.1266823399999994,136,23,278528,11815,-17.93327100276947,0.2314189196797088,0.2,0.0003,0.6104813814163208,0.8107455372810364,0.052729472826467824,3.5351949,1350,0.915966796875,0.17152760922908783,,
,,,,280000,,-17.914819502830504,0.18111799950129354,0.2,0.0003,0.6128085851669312,0.8091170787811279,0.053969644074095414,2.0747952,1360,0.888623046875,0.07280943542718887,1.0,5.434963399999999
1.0,5.10554092,137,23,280576,11900,,,,,,,,,,,,,
1.0,5.120983089999999,138,23,282624,11985,-17.885650098323822,0.23866564715863206,0.2,0.0003,0.6302622556686401,0.807707667350769,0.0517700835946016,4.801622,1370,0.927197265625,0.24484074115753174,,
1.0,5.082802500000001,139,23,284672,12070,-17.882735431194305,0.22828963383217343,0.2,0.0003,0.5840127468109131,0.8081706166267395,0.05455301515175961,2.696,1380,0.9181640625,0.41000664234161377,,
1.0,5.1064115900000004,140,23,286720,12160,-17.874131989479064,0.16387725661625155,0.2,0.0003,0.6021469831466675,0.8077592253684998,0.056716856837738305,2.840365,1390,0.897705078125,0.1732727438211441,,
1.0,5.12314137,141,23,288768,12245,-17.88274680376053,0.2380877804243937,0.2,0.0003,0.5812687873840332,0.8098251223564148,0.05675221297424286,4.1813574,1400,0.9126953125,0.14224214851856232,,
,,,,290000,,-17.88318690061569,0.1868618524109479,0.2,0.0003,0.5242007970809937,0.809675395488739,0.06045943242497742,2.7738013,1410,0.907470703125,0.07776059955358505,1.0,5.119822399999999
1.0,5.15910653,142,23,290816,12331,,,,,,,,,,,,,
1.0,5.05720786,143,23,292864,12416,-17.869865560531615,0.23809672680799848,0.2,0.0003,0.6015609502792358,0.8080115914344788,0.05824644821695983,3.0328546,1420,0.91806640625,0.17394255101680756,,
1.0,5.12246438,144,23,294912,12501,-17.839587152004242,0.20585877870908006,0.2,0.0003,0.6178611516952515,0.8066971302032471,0.05099748545908369,2.4755921,1430,0.91865234375,0.1572350263595581,,
1.0,5.04480234,145,23,296960,12586,-17.805817383527756,0.2008153881994076,0.2,0.0003,0.6272625923156738,0.8039861917495728,0.05980325742275454,2.6662016,1440,0.89580078125,0.1530524045228958,,
1.0,5.2304496899999995,146,23,299008,12672,-17.75209312438965,0.2689018756907899,0.2,0.0003,0.6141269207000732,0.8006600141525269,0.06223878194577992,3.916204,1450,0.9365234375,0.08684773743152618,,
,,,,300000,,-17.71265515089035,0.21679739759129008,0.2,0.0003,0.5699487924575806,0.7998179793357849,0.06053597636055201,1.9584155,1460,0.8974609375,0.10405352711677551,1.0,5.4110894
1.0,5.071814369999999,147,23,301056,12758,,,,,,,,,,,,,
1.0,5.074759309999999,148,23,303104,12843,-17.68262287378311,0.49506802948890255,0.2,0.0003,0.6026104688644409,0.7973508834838867,0.060335738305002454,4.611722,1470,0.908154296875,0.29025253653526306,,
1.0,5.04210088,149,23,305152,12928,-17.639011681079865,0.14940189530025236,0.2,0.0003,0.5620229244232178,0.7955536842346191,0.059506977815181016,2.5409396,1480,0.89521484375,0.003706861287355423,,
1.0,5.13994878,150,23,307200,13013,-17.601821291446687,0.15069859341019765,0.2,0.0003,0.6122115850448608,0.7946263551712036,0.05932741519063711,2.5239525,1490,0.892138671875,0.20525754988193512,,
1.0,5.15297988,151,23,309248,13098,-17.606239092350005,0.237119534087833,0.2,0.0003,0.5418487191200256,0.7953013777732849,0.059361082362011076,3.9035616,1500,0.914013671875,0.22402480244636536,,
,,,,310000,,-17.614583683013915,0.20300946658826433,0.2,0.0003,0.5653913021087646,0.7957162857055664,0.06467627447564155,3.5514483,1510,0.907080078125,0.17730022966861725,1.0,5.0901594
1.0,5.21473432,152,23,311296,13183,,,,,,,,,,,,,
1.0,5.1194358499999995,153,23,313344,13269,-17.614370942115784,0.1584104519803077,0.2,0.0003,0.6002944707870483,0.7965872287750244,0.06010499779949896,2.4315634,1520,0.890478515625,0.05954953283071518,,
1.0,5.16328593,154,23,315392,13354,-17.617571979761124,0.2469272013695445,0.2,0.0003,0.6177289485931396,0.7960923910140991,0.05932040420593694,3.675653,1530,0.92109375,0.22803965210914612,,
1.0,5.16759104,155,23,317440,13438,-17.612209540605544,0.3594198515638709,0.2,0.0003,0.6149307489395142,0.7951362729072571,0.05675943202804774,3.4012835,1540,0.91279296875,0.1484394073486328,,
1.0,5.14698523,156,23,319488,13524,-17.604567527770996,0.2008258148562163,0.2,0.0003,0.6182116866111755,0.7953702807426453,0.05255290005588904,4.655301,1550,0.915283203125,0.24493952095508575,,
,,,,320000,,-17.6062364757061,0.17987133317510598,0.2,0.0003,0.6130805611610413,0.7945742607116699,0.0506933256983757,2.6337547,1560,0.884814453125,0.2702538073062897,1.0,5.047505200000001
1.0,5.176923779999999,157,23,321536,13608,,,,,,,,,,,,,
1.0,5.160695340000001,158,23,323584,13694,-17.57521646618843,0.31086304649943486,0.2,0.0003,0.5965449810028076,0.7929666638374329,0.05265489636803977,5.382244,1570,0.9365234375,0.2121560275554657,,
1.0,5.167610560000001,159,23,325632,13779,-17.573842525482178,0.13105381741770544,0.2,0.0003,0.6268824338912964,0.792524516582489,0.05404649844276719,2.095704,1580,0.890478515625,0.14917786419391632,,
1.0,5.05787875,160,23,327680,13864,-17.57493860721588,0.2253645058721304,0.2,0.0003,0.6182510256767273,0.7933139204978943,0.05534623236162588,4.1955404,1590,0.9142578125,0.3114030361175537,,
1.0,5.0825694299999995,161,23,329728,13949,-17.584765630960465,0.1348449915938545,0.2,0.0003,0.5641540288925171,0.7936376333236694,0.053377875313162806,2.0672903,1600,0.88046875,0.1319907307624817,,
,,,,330000,,-17.567373085021973,0.1808567428146489,0.2,0.0003,0.6083804368972778,0.792367160320282,0.05488455289741978,3.8355718,1610,0.901904296875,0.026634542271494865,1.0,4.900793
1.0,5.1256176600000005,162,23,331776,14034,,,,,,,,,,,,,
1.0,5.1536342,163,23,333824,14124,-17.556358873844147,0.23734897217946127,0.2,0.0003,0.6004083156585693,0.7921151518821716,0.062461459764745084,3.752512,1620,0.921923828125,0.17838674783706665,,
1.0,5.09884892,164,23,335872,14209,-17.60810707807541,0.29469726189854556,0.2,0.0003,0.5854651927947998,0.7959109544754028,0.06252163031022065,3.581267,1630,0.933447265625,0.2841251492500305,,
1.0,5.1532104499999996,165,23,337920,14294,-17.612917560338975,0.13921431721537375,0.2,0.0003,0.5955928564071655,0.7932559251785278,0.060667091707000506,3.2586832,1640,0.89609375,0.0723407119512558,,
1.0,5.0994287,166,23,339968,14379,-17.56311964392662,0.23432183574186638,0.2,0.0003,0.5632025003433228,0.7920212745666504,0.06139031146303751,4.425061,1650,0.92255859375,0.13499651849269867,,
,,,,340000,,-17.57056632041931,0.18043552114104386,0.2,0.0003,0.5816822052001953,0.7916372418403625,0.06145327854901552,2.5945067,1660,0.889599609375,0.16604083776474,1.0,5.0738288
1.0,5.13873049,167,23,342016,14465,,,,,,,,,,,,,
1.0,5.13267683,168,23,344064,14550,-17.54754096865654,0.17455915772588923,0.2,0.0003,0.5874168872833252,0.7894792556762695,0.05798366208327934,2.9648204,1670,0.905322265625,0.09301959723234177,,
1.0,5.21461943,169,23,346112,14635,-17.519631260633467,0.1740457416046411,0.2,0.0003,0.5803172588348389,0.7883408069610596,0.05834225158905611,3.157352,1680,0.90419921875,0.09707461297512054,,
1.0,5.127399529999999,170,23,348160,14720,-17.514643973112108,0.1545029879634967,0.2,0.0003,0.5637825727462769,0.7890009880065918,0.05939930487656966,2.6412234,1690,0.90419921875,0.10951973497867584,,
,,,,350000,,-17.513319140672685,0.16706345895072444,0.2,0.0003,0.605829656124115,0.7881906628608704,0.05373172485851683,2.6635404,1700,0.8880859375,0.1331724226474762,1.0,5.083287
1.0,5.1956201,171,23,350208,14805,,,,,,,,,,,,,
1.0,5.17027003,172,23,352256,14890,-17.490724754333495,0.19393658585613593,0.2,0.0003,0.5660464763641357,0.7872347831726074,0.0604630712303333,3.3327112,1710,0.9154296875,0.21634367108345032,,
1.0,5.13738203,173,23,354304,14981,-17.454549771547317,0.23889380483306014,0.2,0.0003,0.612907886505127,0.7841811180114746,0.0604486815049313,4.5530834,1720,0.92138671875,0.1267591416835785,,
1.0,5.089062010000001,174,23,356352,15066,-17.42592536211014,0.23974094206932933,0.2,0.0003,0.6297872066497803,0.7828766107559204,0.0518625060794875,4.539263,1730,0.92001953125,0.29698723554611206,,
1.0,5.121267769999999,175,23,358400,15151,-17.381012111902237,0.21527926538838074,0.2,0.0003,0.6272268295288086,0.7797476649284363,0.056444730598013845,4.4487476,1740,0.933447265625,0.17585167288780212,,
,,,,360000,,-17.36624042391777,0.2600101512885885,0.2,0.0003,0.6342628002166748,0.7811667919158936,0.051699744164943696,5.1925106,1750,0.905029296875,0.15042708814144135,1.0,5.368104000000001
1.0,5.12816368,176,23,360448,15236,,,,,,,,,,,,,
1.0,5.1627558,177,23,362496,15321,-17.363931608200073,0.1745427858957555,0.2,0.0003,0.6227620840072632,0.7793014049530029,0.053292365814559164,2.3869278,1760,0.89091796875,0.16070356965065002,,
1.0,5.18261694,178,23,364544,15406,-17.338269931077956,0.27903837194899095,0.2,0.0003,0.6485273838043213,0.7793861627578735,0.05315062821609899,4.084819,1770,0.92001953125,0.19051682949066162,,
1.0,5.14295176,179,23,366592,15497,-17.32219484448433,0.19497954429825767,0.2,0.0003,0.5507077574729919,0.7778312563896179,0.05890287653310224,3.1577911,1780,0.91572265625,0.14821287989616394,,
1.0,5.16677197,180,23,368640,15587,-17.313042563199996,0.17417279020883142,0.2,0.0003,0.5840442180633545,0.7779377102851868,0.055217755236662926,3.2425423,1790,0.906787109375,0.1084095761179924,,
,,,,370000,,-17.293144094944,0.17486964880372396,0.2,0.0003,0.591155469417572,0.7764306664466858,0.05198349311831407,3.530192,1800,0.89443359375,0.06919018924236298,1.0,4.9170384
1.0,5.21775139,181,23,370688,15673,,,,,,,,,,,,,
1.0,5.13493922,182,23,372736,15758,-17.24534448981285,0.20878521405393258,0.2,0.0003,0.591931939125061,0.775898277759552,0.05648083168780431,3.7647536,1810,0.9171875,0.09090887010097504,,
1.0,5.17119562,183,23,374784,15843,-17.2431556224823,0.1709155112155713,0.2,0.0003,0.6089452505111694,0.7752619981765747,0.056384768954012544,2.3754177,1820,0.897509765625,0.1911115050315857,,
1.0,5.14048432,184,23,376832,15929,-17.22784951925278,0.28598983168485576,0.2,0.0003,0.638309121131897,0.7755941152572632,0.05632284007733688,5.46422,1830,0.918115234375,0.16296783089637756,,
1.0,5.16208732,185,23,378880,16014,-17.212808513641356,0.22304398697451688,0.2,0.0003,0.6376858949661255,0.7741076350212097,0.05592780843144283,3.3567886,1840,0.91962890625,0.21662774682044983,,
,,,,380000,,-17.21004694700241,0.20352521286113187,0.2,0.0003,0.613685131072998,0.7758321762084961,0.06150080527877435,4.1931486,1850,0.911865234375,0.20071011781692505,1.0,5.1135218
1.0,5.15089741,186,23,380928,16100,,,,,,,,,,,,,
1.0,5.134506170000001,187,23,382976,16185,-17.237445503473282,0.19860737468115985,0.2,0.0003,0.6049386858940125,0.7761974334716797,0.05645070663304068,3.6289,1860,0.9142578125,0.17247477173805237,,
1.0,5.1593839,188,23,385024,16275,-17.213990783691408,0.19666321515396704,0.2,0.0003,0.5946623086929321,0.7747046947479248,0.052909367653774096,2.4231987,1870,0.906005859375,0.18815520405769348,,
1.0,5.043453650000001,189,23,387072,16360,-17.208572345972062,0.23170015340438113,0.2,0.0003,0.5759693384170532,0.775179922580719,0.06011919667944312,4.987977,1880,0.93349609375,0.1958656758069992,,
1.0,5.08590197,190,23,389120,16445,-17.174625205993653,0.21011909243534319,0.2,0.0003,0.5798237323760986,0.772787868976593,0.06071413113968447,5.658312,1890,0.91943359375,0.22428187727928162,,
,,,,390000,,-17.152402561903,0.21336825954494998,0.2,0.0003,0.5360622406005859,0.7712997794151306,0.05886060525663197,4.163022,1900,0.9185546875,0.2255268096923828,1.0,5.1293012000000004
1.0,5.12607489,191,23,391168,16530,,,,,,,,,,,,,
1.0,5.19918452,192,23,393216,16621,-17.13188714981079,0.2239595929335337,0.2,0.0003,0.6134840250015259,0.7717196941375732,0.055490222771186384,3.8533545,1910,0.9203125,0.2111043781042099,,
1.0,5.1254817500000005,193,23,395264,16706,-17.131402802467345,0.19679740588180722,0.2,0.0003,0.6266399621963501,0.7710585594177246,0.05629170455504209,3.1511898,1920,0.90986328125,0.15333382785320282,,
1.0,5.1150441,194,23,397312,16792,-17.139384084939955,0.2805884713307023,0.2,0.0003,0.6472402215003967,0.7710224390029907,0.05814450253383256,5.2047634,1930,0.937109375,0.4304381310939789,,
1.0,5.111888090000001,195,23,399360,16876,-17.158382308483123,0.19267311273724771,0.2,0.0003,0.6086654663085938,0.7729786038398743,0.0584650696197059,4.5837307,1940,0.910205078125,0.19367516040802002,,
,,,,400000,,-17.173177814483644,0.25539334017084914,0.2,0.0003,0.5891493558883667,0.7741989493370056,0.05029227525810711,4.2653565,1950,0.9203125,0.21714000403881073,1.0,4.8439978
1.0,5.239914560000001,196,23,401408,16962,,,,,,,,,,,,,
1.0,5.14006306,197,23,403456,17047,-17.192896431684495,0.24257520453538745,0.2,0.0003,0.6158929467201233,0.7724272608757019,0.05309460726566613,4.2790766,1960,0.921044921875,0.24376948177814484,,
1.0,5.176872649999999,198,23,405504,17132,-17.163894313573838,0.2842626301920973,0.2,0.0003,0.5882750749588013,0.772247314453125,0.05902861976064742,3.8972979,1970,0.91923828125,0.28730466961860657,,
1.0,5.14752526,199,23,407552,17217,-17.166541415452958,0.15084874877939,0.2,0.0003,0.5669546127319336,0.7734370231628418,0.061518664471805096,4.557806,1980,0.88740234375,0.19253292679786682,,
1.0,5.1998137600000005,200,23,409600,17302,-17.213838839530943,0.20417070988041813,0.2,0.0003,0.6019443273544312,0.7762966752052307,0.06269662950653583,3.2825327,1990,0.91962890625,0.10702881217002869,,
,,,,410000,,-17.244518965482712,0.18772372532403098,0.2,0.0003,0.5829609632492065,0.7783352732658386,0.05635760889272205,2.6615899,2000,0.8970703125,0.23821663856506348,1.0,5.0080212
1.0,5.16605601,201,23,411648,17387,,,,,,,,,,,,,
1.0,5.09165956,202,23,413696,17477,-17.257285797595976,0.1939806293870788,0.2,0.0003,0.6135123372077942,0.7781515121459961,0.055320440320065244,3.1247163,2010,0.897265625,0.19409078359603882,,
1.0,5.22280669,203,23,415744,17563,-17.278413981199265,0.22944998106686398,0.2,0.0003,0.5850684642791748,0.7795472741127014,0.05604462659684941,3.5793142,2020,0.921728515625,0.34896838665008545,,
1.0,5.15120826,204,23,417792,17648,-17.292166036367416,0.23487555249594153,0.2,0.0003,0.5845659971237183,0.7814961075782776,0.056653430336155,4.631468,2030,0.9134765625,0.3169533312320709,,
1.0,5.18431775,205,23,419840,17733,-17.329085862636568,0.176815142162377,0.2,0.0003,0.5606428980827332,0.7824616432189941,0.05780040443642065,2.9870236,2040,0.905322265625,0.08276356756687164,,
,,,,420000,,-17.32609466910362,0.24742127988138235,0.2,0.0003,0.5742130875587463,0.7823910713195801,0.05863420594250783,3.6457386,2050,0.9154296875,0.20947732031345367,1.0,5.019391199999999
1.0,5.1598020700000005,206,23,421888,17824,,,,,,,,,,,,,
1.0,5.135573010000001,207,23,423936,17909,-17.330547779798508,0.180243025009986,0.2,0.0003,0.5812399387359619,0.7812346816062927,0.05484658143832348,2.3506804,2060,0.9013671875,0.17098620533943176,,
1.0,5.166804769999999,208,23,425984,17994,-17.310937023162843,0.18444599133217707,0.2,0.0003,0.6092177629470825,0.7808303833007812,0.05330622146138921,2.8139439,2070,0.89912109375,0.1337883621454239,,
